Company Name,Date of filing,Time of filing,Document Type,File Format,File Size
Canadian Imperial Bank of Commerce,Apr 21 2022,16:19:01 ET,Pricing supplement (specified derivative) - French,PDF,211 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:15:32 ET,Marketing materials - English,PDF,156 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:15:32 ET,Marketing materials - French,PDF,163 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:15:32 ET,Pricing supplement (specified derivative) - English,PDF,210 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:15:32 ET,Pricing supplement (specified derivative) - French,PDF,216 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:13:03 ET,Marketing materials - English,PDF,139 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:13:03 ET,Marketing materials - French,PDF,145 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:13:03 ET,Pricing supplement (specified derivative) - English,PDF,178 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:13:03 ET,Pricing supplement (specified derivative) - French,PDF,180 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:10:04 ET,Marketing materials - English,PDF,149 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:10:04 ET,Marketing materials - French,PDF,154 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:10:04 ET,Pricing supplement (specified derivative) - English,PDF,189 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:10:04 ET,Pricing supplement (specified derivative) - French,PDF,192 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:07:11 ET,Marketing materials - English,PDF,150 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:07:11 ET,Marketing materials - French,PDF,155 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:07:11 ET,Pricing supplement (specified derivative) - English,PDF,193 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:07:11 ET,Pricing supplement (specified derivative) - French,PDF,196 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:04:36 ET,Marketing materials - English,PDF,125 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:04:36 ET,Marketing materials - French,PDF,134 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:04:36 ET,Pricing supplement (specified derivative) - English,PDF,191 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:04:36 ET,Pricing supplement (specified derivative) - French,PDF,170 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:01:37 ET,Marketing materials - English,PDF,113 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:01:37 ET,Marketing materials - French,PDF,134 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:01:37 ET,Pricing supplement (specified derivative) - English,PDF,193 K
Canadian Imperial Bank of Commerce,Apr 21 2022,16:01:37 ET,Pricing supplement (specified derivative) - French,PDF,197 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:58:37 ET,Consent letter of issuer's legal counsel,PDF,36 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:58:37 ET,Marketing materials - English,PDF,113 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:58:37 ET,Marketing materials - French,PDF,134 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:58:37 ET,Pricing supplement (specified derivative) - English,PDF,190 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:58:37 ET,Pricing supplement (specified derivative) - French,PDF,194 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:55:15 ET,Marketing materials - English,PDF,125 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:55:15 ET,Marketing materials - French,PDF,133 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:55:15 ET,Pricing supplement (specified derivative) - English,PDF,195 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:55:15 ET,Pricing supplement (specified derivative) - French,PDF,177 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:50:49 ET,Marketing materials - English,PDF,132 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:50:49 ET,Marketing materials - French,PDF,139 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:50:49 ET,Pricing supplement (specified derivative) - English,PDF,205 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:50:49 ET,Pricing supplement (specified derivative) - French,PDF,187 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:48:14 ET,Marketing materials - English,PDF,108 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:48:14 ET,Marketing materials - French,PDF,114 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:48:14 ET,Pricing supplement (specified derivative) - English,PDF,178 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:48:14 ET,Pricing supplement (specified derivative) - French,PDF,159 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:43:26 ET,Marketing materials - English,PDF,148 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:43:26 ET,Marketing materials - French,PDF,153 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:43:26 ET,Pricing supplement (specified derivative) - English,PDF,188 K
Canadian Imperial Bank of Commerce,Apr 21 2022,15:43:26 ET,Pricing supplement (specified derivative) - French,PDF,190 K
CaNickel Mining Limited,Apr 22 2022,17:38:33 ET,MD&A - English,PDF,1273 K
CaNickel Mining Limited,Apr 22 2022,17:37:25 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,146 K
CaNickel Mining Limited,Apr 22 2022,17:37:25 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,144 K
CaNickel Mining Limited,Apr 22 2022,17:35:23 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
CaNickel Mining Limited,Apr 22 2022,17:35:23 ET,Audited annual financial statements - English,PDF,531 K
CaNickel Mining Limited,Apr 22 2022,17:35:23 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,100 K
Canlan Ice Sports Corp.,Apr 22 2022,09:07:40 ET,Notice of the meeting and record date - English,PDF,312 K
Canntab Therapeutics Limited,Apr 22 2022,11:39:34 ET,Material change report - English,PDF,182 K
Carebook Technologies Inc. (formerly Pike Mountain Minerals Inc.),Apr 22 2022,14:50:16 ET,Notice of the meeting and record date - English,PDF,540 K
"CareSpan Health, Inc. (formerly, Dynamo Capital Corp.)",Apr 22 2022,17:45:56 ET,Material change report - English,PDF,1052 K
"CareSpan Health, Inc. (formerly, Dynamo Capital Corp.)",Apr 22 2022,17:42:36 ET,News release - English,PDF,831 K
CARS and PARS Programme,Apr 21 2022,12:34:59 ET,Prospectus (non pricing) supplement (other than ATM) - English,PDF,116 K
CARS and PARS Programme,Apr 21 2022,12:34:59 ET,Prospectus (non pricing) supplement (other than ATM) - French,PDF,110 K
Cartier Resources Inc.,Apr 22 2022,09:01:53 ET,Other material contracts - English,PDF,740 K
Chackmore Unit Trust,Apr 22 2022,18:59:00 ET,Notice of the meeting and record date - English,PDF,535 K
Chackmore Unit Trust,Apr 22 2022,10:55:28 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,90 K
Chackmore Unit Trust,Apr 22 2022,10:55:28 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,90 K
Chackmore Unit Trust,Apr 22 2022,10:55:05 ET,MD&A - English,PDF,322 K
Chackmore Unit Trust,Apr 22 2022,10:54:38 ET,AB Form 13-501F2 (Class 2 Reporting Issuers - Participation Fee),PDF,483 K
Chackmore Unit Trust,Apr 22 2022,10:54:38 ET,Audited annual financial statements - English,PDF,808 K
Champion Bear Resources Ltd.,Apr 22 2022,07:18:14 ET,Material change report - English,PDF,136 K
Champion Bear Resources Ltd.,Apr 22 2022,07:12:29 ET,News release - English,PDF,51 K
Chesapeake Gold Corp.,Apr 22 2022,14:24:17 ET,Form of proxy - English,PDF,72 K
Chesapeake Gold Corp.,Apr 22 2022,14:24:17 ET,Management information circular - English,PDF,2875 K
Chesapeake Gold Corp.,Apr 22 2022,14:24:17 ET,Notice of meeting - English,PDF,200 K
Chesapeake Gold Corp.,Apr 22 2022,14:24:17 ET,Other,PDF,122 K
Choom Holdings Inc.,Apr 22 2022,15:40:18 ET,News release - English,PDF,144 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:41:01 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,114 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:41:01 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,114 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:40:30 ET,MD&A - English,PDF,132 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:40:03 ET,Interim financial statements/report - English,PDF,160 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:27:04 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,168 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:27:04 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,206 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:26:43 ET,MD&A - English,PDF,134 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:26:06 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,87 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:26:06 ET,Audited annual financial statements - English,PDF,298 K
Cinaport Acquisition Corp. III,Apr 22 2022,08:26:06 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,136 K
Cineplex Inc.,Apr 22 2022,09:06:21 ET,Form of proxy - English,PDF,900 K
Cineplex Inc.,Apr 22 2022,09:06:21 ET,Form of proxy - French,PDF,819 K
Cineplex Inc.,Apr 22 2022,09:06:21 ET,Management information circular - English,PDF,3667 K
Cineplex Inc.,Apr 22 2022,09:06:21 ET,Notice of meeting - English,PDF,183 K
Class 1 Nickel and Technologies Limited,Apr 22 2022,15:43:33 ET,Notice of the meeting and record date - English,PDF,79 K
Clear Sky Capital Oakland Self Storage Limited Partnership,Apr 22 2022,15:28:08 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,168 K
CloudMD Software & Services Inc. (formerly Premier Health Group Inc.),Apr 22 2022,07:54:27 ET,News release - English,PDF,15 K
"CohBar, Inc.",Apr 22 2022,16:32:31 ET,Form of proxy - English,PDF,142 K
"CohBar, Inc.",Apr 22 2022,16:32:31 ET,Management information circular - English,PDF,336 K
"CohBar, Inc.",Apr 22 2022,16:32:31 ET,Notice of meeting - English,PDF,155 K
Colibri Resource Corporation,Apr 22 2022,12:03:33 ET,Notice of the meeting and record date - English,PDF,314 K
Colibri Resource Corporation,Apr 22 2022,12:03:33 ET,Notice of the meeting and record date - French,PDF,314 K
Computer Modelling Group Ltd.,Apr 22 2022,11:35:55 ET,Notice of the meeting and record date - English,PDF,369 K
"Copland Road Capital Corporation (formerly, Nabis Holdings Inc.)",Apr 22 2022,18:16:15 ET,Early warning report,PDF,155 K
"Copland Road Capital Corporation (formerly, Nabis Holdings Inc.)",Apr 22 2022,18:16:15 ET,Press release - English,PDF,98 K
Cordy Oilfield Services Inc.,Apr 22 2022,17:37:37 ET,News release - English,PDF,20 K
Cornish Metals Inc.,Apr 22 2022,14:52:06 ET,Form of proxy - English,PDF,68 K
Cornish Metals Inc.,Apr 22 2022,14:52:06 ET,Management information circular - English,PDF,206 K
Cornish Metals Inc.,Apr 22 2022,14:52:06 ET,Notice of meeting - English,PDF,131 K
Cornish Metals Inc.,Apr 22 2022,14:52:06 ET,Other,PDF,88 K
Cornish Metals Inc.,Apr 22 2022,14:52:06 ET,Other,PDF,69 K
Crystal Pool Capital 2.0 Inc.,Apr 22 2022,13:33:19 ET,MD&A - English,PDF,97 K
Crystal Pool Capital 2.0 Inc.,Apr 22 2022,13:30:40 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,188 K
Crystal Pool Capital 2.0 Inc.,Apr 22 2022,13:30:40 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,186 K
Crystal Pool Capital 2.0 Inc.,Apr 22 2022,13:23:47 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,599 K
Crystal Pool Capital 2.0 Inc.,Apr 22 2022,13:23:47 ET,Audited annual financial statements - English,PDF,361 K
"Cybin Inc. (formerly, Clarmin Explorations Inc.)",Apr 22 2022,08:03:16 ET,News release - English,PDF,76 K
D2L Inc.,Apr 22 2022,13:19:45 ET,52-109F1 - Certification of annual filings - CEO (E),PDF,68 K
D2L Inc.,Apr 22 2022,13:19:45 ET,52-109F1 - Certification of annual filings - CFO (E),PDF,68 K
D2L Inc.,Apr 22 2022,13:19:24 ET,Annual information form - English,PDF,1146 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:08:30 ET,News release - English,PDF,67 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:05:23 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,69 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:05:23 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,69 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:03:17 ET,MD&A - English,PDF,446 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:00:04 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,57 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:00:04 ET,Audited annual financial statements - English,PDF,535 K
Decibel Cannabis Company Inc.,Apr 22 2022,08:00:04 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,71 K
Delic Holdings Corp. (formerly Delic Holdings Inc.),Apr 22 2022,11:05:32 ET,Notice of the meeting and record date - English,PDF,117 K
Delta Resources Limited (formerly Golden Hope Mines Limited),Apr 22 2022,13:56:30 ET,Notice of the meeting and record date - English,PDF,533 K
dentalcorp Holdings Ltd.,Apr 22 2022,18:59:52 ET,News release - English,PDF,25 K
Diagnamed Holdings Corp.,Apr 22 2022,18:12:03 ET,Other Correspondence,PDF,68 K
Diversified Royalty Corp.,Apr 22 2022,13:59:50 ET,Notice of the meeting and record date - English,PDF,315 K
Diversified Royalty Corp.,Apr 22 2022,13:59:50 ET,Notice of the meeting and record date - French,PDF,67 K
Dividend Growth Split Corp.,Apr 22 2022,17:28:46 ET,News release - English,PDF,156 K
Dollarama Inc.,Apr 22 2022,16:58:46 ET,52-109F1 - Certification of annual filings - CEO (E),PDF,423 K
Dollarama Inc.,Apr 22 2022,16:58:46 ET,52-109F1 - Certification of annual filings - CEO (F),PDF,426 K
Dollarama Inc.,Apr 22 2022,16:58:46 ET,52-109F1 - Certification of annual filings - CFO (E),PDF,424 K
Dollarama Inc.,Apr 22 2022,16:58:46 ET,52-109F1 - Certification of annual filings - CFO (F),PDF,429 K
Dollarama Inc.,Apr 22 2022,16:52:40 ET,Annual information form - English,PDF,1129 K
Dollarama Inc.,Apr 22 2022,16:52:40 ET,Annual information form - French,PDF,2833 K
Dore Copper Mining Corp.,Apr 22 2022,19:03:56 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,56 K
Dore Copper Mining Corp.,Apr 22 2022,19:03:56 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,56 K
Dore Copper Mining Corp.,Apr 22 2022,19:02:45 ET,MD&A - English,PDF,1045 K
Dore Copper Mining Corp.,Apr 22 2022,19:01:13 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,564 K
Dore Copper Mining Corp.,Apr 22 2022,19:01:13 ET,Audited annual financial statements - English,PDF,1095 K
Dore Copper Mining Corp.,Apr 22 2022,19:01:13 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,37 K
Dore Copper Mining Corp.,Apr 22 2022,17:29:35 ET,Notice of the meeting and record date - English,PDF,314 K
Doseology Sciences Inc.,Apr 22 2022,11:04:25 ET,News release - English,PDF,76 K
Doseology Sciences Inc.,Apr 22 2022,09:08:22 ET,News release - English,PDF,62 K
Durum Industrial Real Estate Investment Trust,Apr 22 2022,13:14:40 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,1082 K
dynaCERT Inc. (formerly Dynamic Fuel Systems Inc.),Apr 22 2022,07:01:30 ET,News release - English,PDF,328 K
Eagle Credit Card Trust,Apr 22 2022,15:47:57 ET,Annual information form - French,PDF,571 K
Eagle Credit Card Trust,Apr 22 2022,15:46:38 ET,MD&A - French,PDF,433 K
Eagle Credit Card Trust,Apr 22 2022,15:45:37 ET,Audited annual financial statements - French,PDF,484 K
ECC Ventures 5 Corp.,Apr 22 2022,17:54:40 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,10 K
ECC Ventures 5 Corp.,Apr 22 2022,17:54:40 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,10 K
ECC Ventures 5 Corp.,Apr 22 2022,17:53:50 ET,MD&A - English,PDF,280 K
ECC Ventures 5 Corp.,Apr 22 2022,17:52:20 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,72 K
ECC Ventures 5 Corp.,Apr 22 2022,17:52:20 ET,Audited annual financial statements - English,PDF,530 K
Echo Ltd.,Apr 22 2022,15:10:27 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,258 K
Economic Investment Trust Limited,Apr 22 2022,17:16:09 ET,News release - English,PDF,77 K
Economic Investment Trust Limited,Apr 22 2022,16:55:05 ET,Report of voting results,PDF,108 K
Element79 Gold Corp.,Apr 22 2022,06:52:31 ET,News release - English,PDF,120 K
Emerita Resources Corp. (formerly Emerita Gold Corp.),Apr 22 2022,07:21:30 ET,News release - English,PDF,455 K
EMX Royalty Corporation,Apr 22 2022,17:05:43 ET,Notice of the meeting and record date - English,PDF,75 K
Endeavour Mining plc,Apr 22 2022,15:11:30 ET,News release - English,PDF,215 K
Endeavour Mining plc,Apr 22 2022,15:10:30 ET,Management information circular - English,PDF,964 K
Entourage Health Corp. (formerly WeedMD Inc.),Apr 22 2022,14:32:53 ET,News release - English,PDF,230 K
Equiton Balanced Real Estate Fund Trust,Apr 22 2022,13:28:17 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,7838 K
Equiton Residential Income Fund Trust,Apr 22 2022,13:29:33 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,7843 K
Erdene Resource Development Corporation,Apr 22 2022,07:16:08 ET,Notice of the meeting and record date - English,PDF,218 K
European Electric Metals Inc.,Apr 22 2022,11:49:26 ET,Notice of the meeting and record date - English,PDF,79 K
Euro Sun Mining Inc.,Apr 22 2022,15:37:01 ET,Notice of the meeting and record date - English,PDF,537 K
Exro Technologies Inc.,Apr 22 2022,13:38:03 ET,News release - English,PDF,82 K
Faircourt Gold Income Corp.,Apr 22 2022,20:01:32 ET,News release - English,PDF,115 K
Faircourt Split Trust,Apr 22 2022,20:01:42 ET,News release - English,PDF,115 K
Fairfax Financial Holdings Limited,Apr 22 2022,17:54:10 ET,News release - English,PDF,66 K
Fairfax Financial Holdings Limited,Apr 22 2022,17:53:45 ET,Report of voting results,PDF,10 K
Fairfax Financial Holdings Limited,Apr 22 2022,17:53:25 ET,News release - English,PDF,8 K
Fairfax India Holdings Corporation,Apr 22 2022,17:53:33 ET,Report of voting results,PDF,9 K
Fairfax India Holdings Corporation,Apr 22 2022,17:53:18 ET,News release - English,PDF,7 K
Falkbuilt Ltd.,Apr 22 2022,15:12:22 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,360 K
Fédération des caisses Desjardins du Québec,Apr 22 2022,13:11:50 ET,Marketing materials - English,PDF,1346 K
